assembly_accession	taxid	species_taxid	organism_name
GCF_000694775.1	244366	244366	Klebsiella variicola
GCF_004312005.1	244366	244366	Klebsiella variicola
GCF_900509705.1	244366	244366	Klebsiella variicola
GCF_014235385.1	244366	244366	Klebsiella variicola
GCF_003384975.1	244366	244366	Klebsiella variicola
GCF_900774485.1	244366	244366	Klebsiella variicola
GCF_006789505.1	244366	244366	Klebsiella variicola
GCF_001261795.1	244366	244366	Klebsiella variicola
GCF_014489395.1	244366	244366	Klebsiella variicola
GCF_001006625.1	244366	244366	Klebsiella variicola
GCF_001261875.1	244366	244366	Klebsiella variicola
GCF_003197135.1	244366	244366	Klebsiella variicola
GCF_013169455.1	244366	244366	Klebsiella variicola
GCF_014842805.1	244366	244366	Klebsiella variicola
GCF_012274425.1	244366	244366	Klebsiella variicola
GCF_015278015.1	244366	244366	Klebsiella variicola
GCF_004311085.1	244366	244366	Klebsiella variicola
GCF_008375025.1	244366	244366	Klebsiella variicola
GCF_008121085.1	244366	244366	Klebsiella variicola
GCF_900509625.1	244366	244366	Klebsiella variicola
GCF_900498545.1	244366	244366	Klebsiella variicola
GCF_900509655.1	244366	244366	Klebsiella variicola
GCF_003384985.1	244366	244366	Klebsiella variicola
GCF_000742915.1	244366	244366	Klebsiella variicola
GCF_900085185.1	244366	244366	Klebsiella variicola
GCF_902702985.1	244366	244366	Klebsiella variicola
GCF_003386925.1	244366	244366	Klebsiella variicola
GCF_013309835.1	244366	244366	Klebsiella variicola
GCF_016634785.1	244366	244366	Klebsiella variicola
GCF_012274385.1	244366	244366	Klebsiella variicola
GCF_012102985.1	244366	244366	Klebsiella variicola
GCF_900509805.1	244366	244366	Klebsiella variicola
GCF_900509765.1	244366	244366	Klebsiella variicola
GCF_900174165.1	244366	244366	Klebsiella variicola
GCF_900509775.1	244366	244366	Klebsiella variicola
GCF_003255775.1	244366	244366	Klebsiella variicola
GCF_011075365.1	244366	244366	Klebsiella variicola
GCF_004312565.1	244366	244366	Klebsiella variicola
GCF_003197335.1	244366	244366	Klebsiella variicola
GCF_900576775.1	244366	244366	Klebsiella variicola
GCF_003197235.1	244366	244366	Klebsiella variicola
GCF_004311545.1	244366	244366	Klebsiella variicola
GCF_018138445.1	244366	244366	Klebsiella variicola
GCF_900509645.1	244366	244366	Klebsiella variicola
GCF_900174375.1	244366	244366	Klebsiella variicola
GCF_009497715.1	244366	244366	Klebsiella variicola
GCF_000694595.1	244366	244366	Klebsiella variicola
GCF_010590465.1	244366	244366	Klebsiella variicola
GCF_001261815.1	244366	244366	Klebsiella variicola
GCF_001033575.1	244366	244366	Klebsiella variicola
GCF_003197065.1	244366	244366	Klebsiella variicola
GCF_002174085.1	244366	244366	Klebsiella variicola
GCF_001261855.1	244366	244366	Klebsiella variicola
GCF_012274355.1	244366	244366	Klebsiella variicola
GCF_003386915.1	244366	244366	Klebsiella variicola
GCF_003197155.1	244366	244366	Klebsiella variicola
GCF_018138495.1	244366	244366	Klebsiella variicola
GCF_014287145.1	244366	244366	Klebsiella variicola
GCF_014286845.1	244366	244366	Klebsiella variicola
GCF_018109035.1	244366	244366	Klebsiella variicola
GCF_016635235.1	244366	244366	Klebsiella variicola
GCF_002152295.1	244366	244366	Klebsiella variicola
GCF_900498535.1	244366	244366	Klebsiella variicola
GCF_003385025.1	244366	244366	Klebsiella variicola
GCF_000492475.1	244366	244366	Klebsiella variicola
GCF_900509745.1	244366	244366	Klebsiella variicola
GCF_001076365.1	244366	244366	Klebsiella variicola
GCF_013305245.1	244366	244366	Klebsiella variicola
GCF_003196495.1	244366	244366	Klebsiella variicola
GCF_900494265.1	244366	244366	Klebsiella variicola
GCF_015289325.1	244366	244366	Klebsiella variicola
GCF_012274345.1	244366	244366	Klebsiella variicola
GCF_900509825.1	244366	244366	Klebsiella variicola
GCF_002853035.1	244366	244366	Klebsiella variicola
GCF_016634665.1	244366	244366	Klebsiella variicola
GCF_017597225.1	244366	244366	Klebsiella variicola
GCF_001549975.1	244366	244366	Klebsiella variicola
GCF_004312425.1	244366	244366	Klebsiella variicola
GCF_902508415.1	244366	244366	Klebsiella variicola
GCF_003197295.1	244366	244366	Klebsiella variicola
GCF_004014895.1	244366	244366	Klebsiella variicola
GCF_003197115.1	244366	244366	Klebsiella variicola
GCF_013103345.1	244366	244366	Klebsiella variicola
GCF_016905605.1	244366	244366	Klebsiella variicola
GCF_004311065.1	244366	244366	Klebsiella variicola
GCF_900498495.1	244366	244366	Klebsiella variicola
GCF_018257685.1	244366	244366	Klebsiella variicola
GCF_000986855.1	244366	244366	Klebsiella variicola
GCF_900498375.1	244366	244366	Klebsiella variicola
GCF_001261835.1	244366	244366	Klebsiella variicola
GCF_018442945.1	244366	244366	Klebsiella variicola
GCF_003196995.1	244366	244366	Klebsiella variicola
GCF_000025465.1	640131	244366	Klebsiella variicola At-22
GCF_016138015.1	244366	244366	Klebsiella variicola
GCF_004312405.1	244366	244366	Klebsiella variicola
GCF_003196475.1	244366	244366	Klebsiella variicola
GCF_900498515.1	244366	244366	Klebsiella variicola
GCF_902509095.1	244366	244366	Klebsiella variicola
GCF_013266925.1	244366	244366	Klebsiella variicola
GCF_900978435.1	2489014	244366	Klebsiella variicola subsp. tropicalensis
GCF_900084765.1	244366	244366	Klebsiella variicola
GCF_018108385.1	244366	244366	Klebsiella variicola
GCF_003037755.1	244366	244366	Klebsiella variicola
GCF_010590965.1	244366	244366	Klebsiella variicola
GCF_001187805.1	244366	244366	Klebsiella variicola
GCF_003387015.1	244366	244366	Klebsiella variicola
GCF_018137245.1	244366	244366	Klebsiella variicola
GCF_018420215.1	244366	244366	Klebsiella variicola
GCF_003386995.1	244366	244366	Klebsiella variicola
GCF_013103315.1	244366	244366	Klebsiella variicola
GCF_000942155.1	244366	244366	Klebsiella variicola
GCF_000786375.2	244366	244366	Klebsiella variicola
GCF_000493095.1	244366	244366	Klebsiella variicola
GCF_017596925.1	244366	244366	Klebsiella variicola
GCF_006385355.1	244366	244366	Klebsiella variicola
GCF_002156765.1	244366	244366	Klebsiella variicola
GCF_004312545.1	244366	244366	Klebsiella variicola
GCF_905127585.1	244366	244366	Klebsiella variicola
GCF_015694045.1	244366	244366	Klebsiella variicola
GCF_900509725.1	244366	244366	Klebsiella variicola
GCF_900498555.1	244366	244366	Klebsiella variicola
GCF_001076915.1	244366	244366	Klebsiella variicola
GCF_003197015.1	244366	244366	Klebsiella variicola
GCF_004311505.1	244366	244366	Klebsiella variicola
GCF_900084795.1	244366	244366	Klebsiella variicola
GCF_004310965.1	244366	244366	Klebsiella variicola
GCF_900084295.1	244366	244366	Klebsiella variicola
GCF_001066535.1	244366	244366	Klebsiella variicola
GCF_900174175.1	244366	244366	Klebsiella variicola
GCF_900509865.1	244366	244366	Klebsiella variicola
GCF_900977835.1	244366	244366	Klebsiella variicola
GCF_018137365.1	244366	244366	Klebsiella variicola
GCF_001989495.1	244366	244366	Klebsiella variicola
GCF_012393465.1	244366	244366	Klebsiella variicola
GCF_003386835.1	244366	244366	Klebsiella variicola
GCF_003387005.1	244366	244366	Klebsiella variicola
GCF_900509715.1	244366	244366	Klebsiella variicola
GCF_902156825.1	244366	244366	Klebsiella variicola
GCF_900622625.1	244366	244366	Klebsiella variicola
GCF_900636185.1	244366	244366	Klebsiella variicola
GCF_900622585.1	244366	244366	Klebsiella variicola
GCF_004312385.1	244366	244366	Klebsiella variicola
GCF_004313105.1	244366	244366	Klebsiella variicola
GCF_011784425.1	244366	244366	Klebsiella variicola
GCF_002886665.1	244366	244366	Klebsiella variicola
GCF_018447615.1	244366	244366	Klebsiella variicola
GCF_900560145.1	244366	244366	Klebsiella variicola
GCF_002853275.1	244366	244366	Klebsiella variicola
GCF_000163075.1	244366	244366	Klebsiella variicola
GCF_900509605.1	244366	244366	Klebsiella variicola
GCF_003197255.1	244366	244366	Klebsiella variicola
GCF_003386935.1	244366	244366	Klebsiella variicola
GCF_018420335.1	244366	244366	Klebsiella variicola
GCF_013266975.1	244366	244366	Klebsiella variicola
GCF_018324045.1	244366	244366	Klebsiella variicola
GCF_018446665.1	244366	244366	Klebsiella variicola
GCF_003036515.1	244366	244366	Klebsiella variicola
GCF_901212665.1	244366	244366	Klebsiella variicola
GCF_018310335.1	244366	244366	Klebsiella variicola
GCF_001674935.1	244366	244366	Klebsiella variicola
GCF_900560265.1	244366	244366	Klebsiella variicola
GCF_900509845.1	244366	244366	Klebsiella variicola
GCF_002119865.1	244366	244366	Klebsiella variicola
GCF_014217415.1	244366	244366	Klebsiella variicola
GCF_900509635.1	244366	244366	Klebsiella variicola
GCF_014902675.1	244366	244366	Klebsiella variicola
GCF_003195625.1	244366	244366	Klebsiella variicola
GCF_014286295.1	244366	244366	Klebsiella variicola
GCF_008693465.1	244366	244366	Klebsiella variicola
GCF_900084775.1	244366	244366	Klebsiella variicola
GCF_017963585.1	244366	244366	Klebsiella variicola
GCF_003037775.1	244366	244366	Klebsiella variicola
GCF_001067495.1	244366	244366	Klebsiella variicola
GCF_015288785.1	244366	244366	Klebsiella variicola
GCF_002153075.1	244366	244366	Klebsiella variicola
GCF_900978625.1	244366	244366	Klebsiella variicola
GCF_900560655.1	244366	244366	Klebsiella variicola
GCF_902166725.1	244366	244366	Klebsiella variicola
GCF_011075275.1	244366	244366	Klebsiella variicola
GCF_003197315.1	244366	244366	Klebsiella variicola
GCF_017255425.1	244366	244366	Klebsiella variicola
GCF_005504195.1	244366	244366	Klebsiella variicola
GCF_000828055.2	244366	244366	Klebsiella variicola
GCF_900498425.1	244366	244366	Klebsiella variicola
GCF_009729495.1	244366	244366	Klebsiella variicola
GCF_001989535.1	244366	244366	Klebsiella variicola
GCF_018443345.1	244366	244366	Klebsiella variicola
GCF_900560535.1	244366	244366	Klebsiella variicola
GCF_900509575.1	244366	244366	Klebsiella variicola
GCF_003197055.1	244366	244366	Klebsiella variicola
GCF_900175105.1	244366	244366	Klebsiella variicola
GCF_001875745.1	244366	244366	Klebsiella variicola
GCF_001033825.1	244366	244366	Klebsiella variicola
GCF_900509585.1	244366	244366	Klebsiella variicola
GCF_900509615.1	244366	244366	Klebsiella variicola
GCF_900559295.1	244366	244366	Klebsiella variicola
GCF_003196955.1	244366	244366	Klebsiella variicola
GCF_900498565.1	244366	244366	Klebsiella variicola
GCF_900560305.1	244366	244366	Klebsiella variicola
GCF_009729475.1	244366	244366	Klebsiella variicola
GCF_001617965.1	244366	244366	Klebsiella variicola
GCF_900622595.1	244366	244366	Klebsiella variicola
GCF_900086385.1	244366	244366	Klebsiella variicola
GCF_900509595.1	244366	244366	Klebsiella variicola
GCF_900978195.1	244366	244366	Klebsiella variicola
GCF_006385475.1	244366	244366	Klebsiella variicola
GCF_004312985.1	244366	244366	Klebsiella variicola
GCF_003197275.1	244366	244366	Klebsiella variicola
GCF_900173565.1	244366	244366	Klebsiella variicola
GCF_900559395.1	244366	244366	Klebsiella variicola
GCF_902164095.1	244366	244366	Klebsiella variicola
GCF_900509565.1	244366	244366	Klebsiella variicola
GCF_001067475.1	244366	244366	Klebsiella variicola
GCF_002851635.1	244366	244366	Klebsiella variicola
GCF_902162515.1	244366	244366	Klebsiella variicola
GCF_008123395.1	244366	244366	Klebsiella variicola
GCF_900498825.1	244366	244366	Klebsiella variicola
GCF_002211425.1	244366	244366	Klebsiella variicola
GCF_014285035.1	244366	244366	Klebsiella variicola
GCF_005504155.1	244366	244366	Klebsiella variicola
GCF_014472375.1	244566	244566	Pseudomonas lurida
GCF_002966835.1	244566	244566	Pseudomonas lurida
GCF_013522705.1	244566	244566	Pseudomonas lurida
GCF_002980215.1	244566	244566	Pseudomonas lurida
GCF_002980015.1	244566	244566	Pseudomonas lurida
GCF_014268225.1	244566	244566	Pseudomonas lurida
GCF_002979885.1	244566	244566	Pseudomonas lurida
GCF_002980105.1	244566	244566	Pseudomonas lurida
GCF_014357455.1	244566	244566	Pseudomonas lurida
GCF_014268265.1	244566	244566	Pseudomonas lurida
GCF_014268235.1	244566	244566	Pseudomonas lurida
GCF_001708485.1	244566	244566	Pseudomonas lurida
GCF_002979985.1	244566	244566	Pseudomonas lurida
GCF_002563895.1	244566	244566	Pseudomonas lurida
GCF_000801835.1	244566	244566	Pseudomonas lurida
GCF_014842015.1	244566	244566	Pseudomonas lurida
GCF_000223985.1	768671	244573	Thiocapsa marina 5811
GCF_000154705.2	411684	244596	Hoeflea phototrophica DFL-43
GCF_004123905.1	244734	244734	Bradyrhizobium betae
GCF_008932115.1	244734	244734	Bradyrhizobium betae
GCF_006716695.1	244735	244735	Klugiella xanthotipulae
GCF_000021725.1	598659	244787	Nautilia profundicola AmH
GCF_000269865.1	1196324	245160	Fictibacillus macauensis ZFHKF-1
GCF_900110065.1	245187	245187	Loktanella fryxellensis
GCF_000382265.1	1122181	245188	Yoonia vestfoldensis DSM 16212
GCF_000152785.1	314232	245188	Yoonia vestfoldensis SKA53
GCF_002158905.1	245188	245188	Yoonia vestfoldensis
GCF_000341025.1	1246485	245836	Nocardiopsis salina YIM 90010
GCF_000185365.1	888064	246144	Enterococcus italicus DSM 15952
GCF_000185365.1	888064	246144	Enterococcus italicus DSM 15952
GCF_001885995.1	888064	246144	Enterococcus italicus DSM 15952
GCF_001885995.1	888064	246144	Enterococcus italicus DSM 15952
GCF_004342865.1	246167	246167	Vibrio crassostreae
GCF_017918095.1	246167	246167	Vibrio crassostreae
GCF_017917285.1	246167	246167	Vibrio crassostreae
GCF_004341905.1	246167	246167	Vibrio crassostreae
GCF_018440415.1	246167	246167	Vibrio crassostreae
GCF_017916555.1	246167	246167	Vibrio crassostreae
GCF_017916495.1	246167	246167	Vibrio crassostreae
GCF_018440545.1	246167	246167	Vibrio crassostreae
GCF_004342205.1	246167	246167	Vibrio crassostreae
GCF_018440525.1	246167	246167	Vibrio crassostreae
GCF_003751205.1	246167	246167	Vibrio crassostreae
GCF_017918065.1	246167	246167	Vibrio crassostreae
GCF_003751235.1	246167	246167	Vibrio crassostreae
GCF_017917015.1	246167	246167	Vibrio crassostreae
GCF_004343405.1	246167	246167	Vibrio crassostreae
GCF_003751095.1	246167	246167	Vibrio crassostreae
GCF_018440465.1	246167	246167	Vibrio crassostreae
GCF_017918035.1	246167	246167	Vibrio crassostreae
GCF_017917315.1	246167	246167	Vibrio crassostreae
GCF_017917995.1	246167	246167	Vibrio crassostreae
GCF_001048515.1	246167	246167	Vibrio crassostreae
GCF_017917145.1	246167	246167	Vibrio crassostreae
GCF_003751935.1	246167	246167	Vibrio crassostreae
GCF_004340345.1	246167	246167	Vibrio crassostreae
GCF_017917115.1	246167	246167	Vibrio crassostreae
GCF_018440435.1	246167	246167	Vibrio crassostreae
GCF_017918175.1	246167	246167	Vibrio crassostreae
GCF_004345225.1	246167	246167	Vibrio crassostreae
GCF_017918195.1	246167	246167	Vibrio crassostreae
GCF_004365255.1	246167	246167	Vibrio crassostreae
GCF_001048535.1	246167	246167	Vibrio crassostreae
GCF_017917055.1	246167	246167	Vibrio crassostreae
GCF_004346345.1	246167	246167	Vibrio crassostreae
GCF_003752385.1	246167	246167	Vibrio crassostreae
GCF_006715545.1	246167	246167	Vibrio crassostreae
GCF_004342545.1	246167	246167	Vibrio crassostreae
GCF_017916955.1	246167	246167	Vibrio crassostreae
GCF_018440505.1	246167	246167	Vibrio crassostreae
GCF_018440535.1	246167	246167	Vibrio crassostreae
GCF_017917255.1	246167	246167	Vibrio crassostreae
GCF_004342805.1	246167	246167	Vibrio crassostreae
GCF_017917195.1	246167	246167	Vibrio crassostreae
GCF_003751145.1	246167	246167	Vibrio crassostreae
GCF_003814845.1	246167	246167	Vibrio crassostreae
GCF_003751865.1	246167	246167	Vibrio crassostreae
GCF_004340845.1	246167	246167	Vibrio crassostreae
GCF_017916965.1	246167	246167	Vibrio crassostreae
GCF_004342815.1	246167	246167	Vibrio crassostreae
GCF_018440485.1	246167	246167	Vibrio crassostreae
GCF_004342565.1	246167	246167	Vibrio crassostreae
GCF_017917275.1	246167	246167	Vibrio crassostreae
GCF_018440585.1	246167	246167	Vibrio crassostreae
GCF_003755055.1	246167	246167	Vibrio crassostreae
GCF_004341705.1	246167	246167	Vibrio crassostreae
GCF_004346295.1	246167	246167	Vibrio crassostreae
GCF_017917795.1	246167	246167	Vibrio crassostreae
GCF_001048555.1	246167	246167	Vibrio crassostreae
GCF_013114205.1	246167	246167	Vibrio crassostreae
GCF_017917035.1	246167	246167	Vibrio crassostreae
GCF_017917505.1	246167	246167	Vibrio crassostreae
GCF_007828795.1	246167	246167	Vibrio crassostreae
GCF_017917855.1	246167	246167	Vibrio crassostreae
GCF_004342705.1	246167	246167	Vibrio crassostreae
GCF_017916725.1	246167	246167	Vibrio crassostreae
GCF_017917695.1	246167	246167	Vibrio crassostreae
GCF_017917965.1	246167	246167	Vibrio crassostreae
GCF_017917215.1	246167	246167	Vibrio crassostreae
GCF_003814645.1	246167	246167	Vibrio crassostreae
GCF_004342765.1	246167	246167	Vibrio crassostreae
GCF_013114165.1	246167	246167	Vibrio crassostreae
GCF_017917715.1	246167	246167	Vibrio crassostreae
GCF_017917095.1	246167	246167	Vibrio crassostreae
GCF_017918245.1	246167	246167	Vibrio crassostreae
GCF_017916675.1	246167	246167	Vibrio crassostreae
GCF_017917535.1	246167	246167	Vibrio crassostreae
GCF_017916595.1	246167	246167	Vibrio crassostreae
GCF_004342375.1	246167	246167	Vibrio crassostreae
GCF_004345475.1	246167	246167	Vibrio crassostreae
GCF_001368875.1	246167	246167	Vibrio crassostreae
GCF_017917735.1	246167	246167	Vibrio crassostreae
GCF_004346325.1	246167	246167	Vibrio crassostreae
GCF_003755045.1	246167	246167	Vibrio crassostreae
GCF_001048495.1	246167	246167	Vibrio crassostreae
GCF_017917155.1	246167	246167	Vibrio crassostreae
GCF_004342305.1	246167	246167	Vibrio crassostreae
GCF_017916825.1	246167	246167	Vibrio crassostreae
GCF_003751465.1	246167	246167	Vibrio crassostreae
GCF_004346625.1	246167	246167	Vibrio crassostreae
GCF_004343425.1	246167	246167	Vibrio crassostreae
GCF_017918265.1	246167	246167	Vibrio crassostreae
GCF_017916745.1	246167	246167	Vibrio crassostreae
GCF_017916895.1	246167	246167	Vibrio crassostreae
GCF_017917235.1	246167	246167	Vibrio crassostreae
GCF_001368895.1	246167	246167	Vibrio crassostreae
GCF_001048575.1	246167	246167	Vibrio crassostreae
GCF_003814775.1	246167	246167	Vibrio crassostreae
GCF_017917075.1	246167	246167	Vibrio crassostreae
GCF_017917675.1	246167	246167	Vibrio crassostreae
GCF_017917465.1	246167	246167	Vibrio crassostreae
GCF_017917365.1	246167	246167	Vibrio crassostreae
GCF_017916615.1	246167	246167	Vibrio crassostreae
GCF_017917575.1	246167	246167	Vibrio crassostreae
GCF_017917915.1	246167	246167	Vibrio crassostreae
GCF_017917765.1	246167	246167	Vibrio crassostreae
GCF_004345555.1	246167	246167	Vibrio crassostreae
GCF_000272045.2	1191301	246167	Vibrio crassostreae 9ZC13
GCF_000272185.2	1191300	246167	Vibrio crassostreae 9CS106
GCF_007828805.1	246167	246167	Vibrio crassostreae
GCF_003751925.1	246167	246167	Vibrio crassostreae
GCF_003751765.1	246167	246167	Vibrio crassostreae
GCF_017917755.1	246167	246167	Vibrio crassostreae
GCF_017917355.1	246167	246167	Vibrio crassostreae
GCF_017918055.1	246167	246167	Vibrio crassostreae
GCF_017917395.1	246167	246167	Vibrio crassostreae
GCF_017917415.1	246167	246167	Vibrio crassostreae
GCF_003751155.1	246167	246167	Vibrio crassostreae
GCF_004343545.1	246167	246167	Vibrio crassostreae
GCF_017916995.1	246167	246167	Vibrio crassostreae
GCF_003814595.1	246167	246167	Vibrio crassostreae
GCF_017918015.1	246167	246167	Vibrio crassostreae
GCF_017917435.1	246167	246167	Vibrio crassostreae
GCF_017916715.1	246167	246167	Vibrio crassostreae
GCF_001368855.1	246167	246167	Vibrio crassostreae
GCF_004341745.1	246167	246167	Vibrio crassostreae
GCF_017916935.1	246167	246167	Vibrio crassostreae
GCF_000272065.2	1191302	246167	Vibrio crassostreae 9ZC77
GCF_003814675.1	246167	246167	Vibrio crassostreae
GCF_017916575.1	246167	246167	Vibrio crassostreae
GCF_017917495.1	246167	246167	Vibrio crassostreae
GCF_004342955.1	246167	246167	Vibrio crassostreae
GCF_017917135.1	246167	246167	Vibrio crassostreae
GCF_004345545.1	246167	246167	Vibrio crassostreae
GCF_017917325.1	246167	246167	Vibrio crassostreae
GCF_017917835.1	246167	246167	Vibrio crassostreae
GCF_017917955.1	246167	246167	Vibrio crassostreae
GCF_017916915.1	246167	246167	Vibrio crassostreae
GCF_000272085.2	1191303	246167	Vibrio crassostreae ZF-91
GCF_017916635.1	246167	246167	Vibrio crassostreae
GCF_017916775.1	246167	246167	Vibrio crassostreae
GCF_017917925.1	246167	246167	Vibrio crassostreae
GCF_017916695.1	246167	246167	Vibrio crassostreae
GCF_017916855.1	246167	246167	Vibrio crassostreae
GCF_000272205.2	1191304	246167	Vibrio crassostreae 9ZC88
GCF_001048475.1	246167	246167	Vibrio crassostreae
GCF_004346495.1	246167	246167	Vibrio crassostreae
GCF_003751525.1	246167	246167	Vibrio crassostreae
GCF_007828555.1	246167	246167	Vibrio crassostreae
GCF_017917455.1	246167	246167	Vibrio crassostreae
GCF_017916815.1	246167	246167	Vibrio crassostreae
GCF_017917885.1	246167	246167	Vibrio crassostreae
GCF_017917875.1	246167	246167	Vibrio crassostreae
GCF_003755075.1	246167	246167	Vibrio crassostreae
GCF_017917595.1	246167	246167	Vibrio crassostreae
GCF_004345525.1	246167	246167	Vibrio crassostreae
GCF_017916795.1	246167	246167	Vibrio crassostreae
GCF_017917635.1	246167	246167	Vibrio crassostreae
GCF_017917615.1	246167	246167	Vibrio crassostreae
GCF_003814975.1	246167	246167	Vibrio crassostreae
GCF_007858905.1	246167	246167	Vibrio crassostreae
GCF_017917655.1	246167	246167	Vibrio crassostreae
GCF_017917555.1	246167	246167	Vibrio crassostreae
GCF_006716015.1	246167	246167	Vibrio crassostreae
GCF_017916625.1	246167	246167	Vibrio crassostreae
GCF_003814615.1	246167	246167	Vibrio crassostreae
GCF_017916835.1	246167	246167	Vibrio crassostreae
GCF_017917815.1	246167	246167	Vibrio crassostreae
GCF_003752445.1	246167	246167	Vibrio crassostreae
GCF_007828565.1	246167	246167	Vibrio crassostreae
GCF_900101105.1	246191	246191	Maridesulfovibrio ferrireducens
GCF_003664005.1	246264	246264	Hydrogenivirga caldilitoris
GCF_000621445.1	1408424	246272	Bacillus bogoriensis ATCC BAA-922
GCF_003569805.1	246613	246613	Microbacterium halotolerans
GCF_000709935.2	246786	246786	Metabacillus indicus
GCF_000709935.2	246786	246786	Metabacillus indicus
GCF_000708755.2	1458122	246786	Bacillus indicus LMG 22858
GCF_000708755.2	1458122	246786	Bacillus indicus LMG 22858
GCF_003457665.1	246787	246787	Bacteroides cellulosilyticus
GCF_015548695.1	246787	246787	Bacteroides cellulosilyticus
GCF_019129285.1	246787	246787	Bacteroides cellulosilyticus
GCF_000158035.1	537012	246787	Bacteroides cellulosilyticus DSM 14838
GCF_015668795.1	246787	246787	Bacteroides cellulosilyticus
GCF_015553205.1	246787	246787	Bacteroides cellulosilyticus
GCF_008572295.1	246787	246787	Bacteroides cellulosilyticus
GCF_900624855.1	1268240	246787	Bacteroides cellulosilyticus WH2
GCF_003459465.1	246787	246787	Bacteroides cellulosilyticus
GCF_001318345.1	246787	246787	Bacteroides cellulosilyticus
GCF_000463315.1	1268240	246787	Bacteroides cellulosilyticus WH2
GCF_019129215.1	246787	246787	Bacteroides cellulosilyticus
GCF_015670835.1	246787	246787	Bacteroides cellulosilyticus
GCF_003460035.1	246787	246787	Bacteroides cellulosilyticus
GCF_008572195.1	246787	246787	Bacteroides cellulosilyticus
GCF_015557455.1	246787	246787	Bacteroides cellulosilyticus
GCF_018292125.1	246787	246787	Bacteroides cellulosilyticus
GCF_001535595.1	246787	246787	Bacteroides cellulosilyticus
GCF_902387305.1	246787	246787	Bacteroides cellulosilyticus
GCF_008572225.1	246787	246787	Bacteroides cellulosilyticus
GCF_015553065.1	246787	246787	Bacteroides cellulosilyticus
GCF_008572315.1	246787	246787	Bacteroides cellulosilyticus
GCF_004167865.1	246787	246787	Bacteroides cellulosilyticus
GCF_008572285.1	246787	246787	Bacteroides cellulosilyticus
GCF_008572245.1	246787	246787	Bacteroides cellulosilyticus
GCF_019129005.1	246787	246787	Bacteroides cellulosilyticus
GCF_015554445.1	246787	246787	Bacteroides cellulosilyticus
GCF_018917585.1	246787	246787	Bacteroides cellulosilyticus
GCF_019128795.1	246787	246787	Bacteroides cellulosilyticus
GCF_017309805.1	246787	246787	Bacteroides cellulosilyticus
GCF_008572235.1	246787	246787	Bacteroides cellulosilyticus
GCF_019129785.1	246787	246787	Bacteroides cellulosilyticus
GCF_015559735.1	246787	246787	Bacteroides cellulosilyticus
GCF_015550265.1	246787	246787	Bacteroides cellulosilyticus
GCF_000273015.1	997874	246787	Bacteroides cellulosilyticus CL02T12C19
GCF_019129095.1	246787	246787	Bacteroides cellulosilyticus
GCF_015552605.1	246787	246787	Bacteroides cellulosilyticus
GCF_019128895.1	246787	246787	Bacteroides cellulosilyticus
GCF_015551145.1	246787	246787	Bacteroides cellulosilyticus
GCF_015557195.1	246787	246787	Bacteroides cellulosilyticus
GCF_019128935.1	246787	246787	Bacteroides cellulosilyticus
GCF_008386315.1	1123251	247333	Serinicoccus marinus DSM 15273
GCF_000421245.1	1123251	247333	Serinicoccus marinus DSM 15273
GCF_016464715.1	247480	247480	Anoxybacillus caldiproteolyticus
GCF_015326725.1	247480	247480	Anoxybacillus caldiproteolyticus
GCF_013761245.1	247480	247480	Anoxybacillus caldiproteolyticus
GCF_014905615.1	1314866	247523	Pseudoalteromonas aliena SW19
GCF_001999225.1	247523	247523	Pseudoalteromonas aliena
GCF_006483415.1	248026	248026	Cupriavidus pinatubonensis
GCF_000203875.1	264198	248026	Cupriavidus pinatubonensis JMP134
GCF_000487995.1	1379858	248039	Mucispirillum schaedleri ASF457
GCF_900157005.1	1379858	248039	Mucispirillum schaedleri ASF457
GCF_904846715.1	248451	248451	Psychrobacter vallis
GCF_000471625.1	1354303	248452	Psychrobacter aquaticus CMS 56
GCF_904845905.1	248452	248452	Psychrobacter aquaticus
GCF_009664365.1	248903	248903	Paenibacillus xylanilyticus
GCF_013359935.1	248903	248903	Paenibacillus xylanilyticus
GCF_009725985.1	248905	248905	Zobellia amurskyensis
GCF_009725995.1	248906	248906	Zobellia laminariae
GCF_018728565.1	248907	248907	Zobellia russellii
GCF_000248075.1	1108044	249058	Gordonia otitidis NBRC 100426
GCF_001885945.1	249189	249189	Enterococcus hermanniensis
GCF_003312425.1	249351	249351	Flavobacterium psychrolimnae
GCF_001637185.1	249352	249352	Flavobacterium fryxellicola
GCF_900143245.1	249352	249352	Flavobacterium fryxellicola
GCF_001270575.1	249567	249567	Streptomyces decoyicus
GCF_001676875.1	251747	251747	Chromobacterium subtsugae
GCF_001020525.1	251747	251747	Chromobacterium subtsugae
GCF_001020515.1	251747	251747	Chromobacterium subtsugae
GCF_001020505.1	251747	251747	Chromobacterium subtsugae
GCF_000812805.1	251747	251747	Chromobacterium subtsugae
GCF_001510755.2	251747	251747	Chromobacterium subtsugae
GCF_001020585.1	251747	251747	Chromobacterium subtsugae
GCF_004341385.1	252130	252130	Uruburuella suis
GCF_004137235.1	252230	252230	Nocardioides ganghwensis
GCF_014779655.1	252230	252230	Nocardioides ganghwensis
GCF_900156755.1	252246	252246	Alicyclobacillus vulcanalis
GCF_000153305.1	314256	252302	Oceanicola granulosus HTCC2516
GCF_000024125.1	313596	252307	Robiginitalea biformata HTCC2501
